gr_bin,ri_bin,class,count
1.45,1.4,GALAXY,65
1.8,1.45,GALAXY,45
1.5,1.15,STAR,95
0.4,0.65,QSO,27
2.3,1.45,GALAXY,21
0.65,0.7,GALAXY,93
1.3,1.45,STAR,32
1.2,0.4,STAR,108
-0.1,0.05,STAR,33
1.0,1.4,GALAXY,24
0.95,1.3,GALAXY,21
-0.05,0.6,QSO,28
0.4,-0.1,STAR,32
1.2,0.65,GALAXY,65
0.2,-0.3,QSO,22
1.2,0.55,STAR,82
-0.2,0.35,QSO,52
1.7,1.15,STAR,35
0.15,0.35,GALAXY,45
1.4,0.45,GALAXY,157
-0.1,0.15,QSO,203
0.5,0.65,GALAXY,61
0.2,0.85,GALAXY,30
0.3,0.35,GALAXY,116
-0.1,0.4,QSO,104
2.1,1.4,GALAXY,38
0.6,0.05,STAR,66
0.1,0.8,GALAXY,25
1.1,0.35,STAR,111
-0.3,-0.15,STAR,26
0.9,0.55,QSO,22
0.6,0.0,STAR,24
2.45,1.35,GALAXY,33
0.7,0.1,GALAXY,42
0.95,0.7,GALAXY,94
0.5,1.1,GALAXY,33
0.15,-0.1,STAR,95
2.45,1.15,GALAXY,60
2.2,1.3,GALAXY,73
0.75,1.0,GALAXY,51
1.15,1.3,GALAXY,37
-0.15,-0.15,QSO,21
0.25,0.3,STAR,76
2.15,1.45,GALAXY,29
1.6,1.35,GALAXY,100
1.4,1.25,STAR,99
1.4,0.9,STAR,79
1.1,1.25,GALAXY,47
0.15,0.25,GALAXY,53
1.7,0.5,GALAXY,78
1.55,1.45,STAR,52
0.75,0.85,GALAXY,62
1.0,1.2,GALAXY,66
1.6,1.9,STAR,28
0.2,-0.2,QSO,120
1.35,1.5,STAR,21
-0.3,-0.25,STAR,56
-0.15,-0.25,STAR,37
1.55,0.75,STAR,43
2.6,1.25,GALAXY,36
2.7,1.1,GALAXY,25
-0.35,-0.35,STAR,21
1.3,0.95,STAR,33
1.35,0.85,STAR,55
1.05,0.55,STAR,34
-0.2,-0.25,STAR,37
2.45,1.0,GALAXY,46
0.05,0.25,STAR,28
1.55,1.6,STAR,23
1.0,0.25,STAR,30
-0.1,-0.15,QSO,37
0.2,0.4,STAR,22
0.5,0.7,QSO,21
0.2,-0.05,GALAXY,39
2.7,1.3,GALAXY,27
0.1,0.25,STAR,56
0.8,1.15,GALAXY,33
1.3,0.55,STAR,123
1.25,1.5,STAR,21
-0.45,-0.25,STAR,26
0.25,0.65,GALAXY,38
1.05,0.15,GALAXY,25
1.6,0.8,STAR,43
1.25,0.5,GALAXY,817
1.4,0.55,GALAXY,742
0.35,0.15,STAR,1844
0.85,0.3,STAR,369
1.7,0.8,GALAXY,833
1.45,0.95,STAR,123
0.45,0.3,STAR,125
0.35,0.0,QSO,506
0.65,0.05,QSO,74
0.35,0.1,STAR,1784
1.25,1.15,GALAXY,131
1.2,1.05,GALAXY,162
1.55,1.25,GALAXY,215
1.8,1.2,GALAXY,297
1.3,1.4,GALAXY,45
1.75,1.05,GALAXY,656
1.65,0.65,GALAXY,874
1.65,0.85,GALAXY,838
1.55,0.8,GALAXY,565
1.3,0.5,GALAXY,706
0.15,0.25,QSO,583
1.65,1.1,GALAXY,591
1.45,1.1,STAR,115
0.2,0.2,QSO,614
1.65,0.95,GALAXY,856
1.9,0.95,GALAXY,416
1.65,1.4,GALAXY,92
1.25,1.1,STAR,27
1.75,0.95,GALAXY,835
0.25,0.0,QSO,688
1.4,0.5,GALAXY,559
1.1,0.75,GALAXY,158
1.9,1.05,GALAXY,444
1.65,1.2,GALAXY,373
-0.05,0.3,QSO,322
1.5,1.5,GALAXY,28
0.3,0.3,QSO,313
0.6,0.95,GALAXY,42
1.85,1.45,GALAXY,55
0.3,-0.15,QSO,176
1.25,1.1,GALAXY,162
1.45,1.05,GALAXY,454
0.85,0.5,GALAXY,625
0.45,0.8,GALAXY,73
1.4,0.6,STAR,91
-0.15,0.6,QSO,24
0.65,0.4,GALAXY,1046
0.45,0.25,GALAXY,565
1.95,0.6,GALAXY,210
1.1,0.5,GALAXY,1151
0.15,0.5,QSO,71
0.45,0.2,GALAXY,285
1.1,0.95,GALAXY,142
1.95,0.65,GALAXY,307
0.1,0.3,GALAXY,25
0.3,0.3,STAR,89
0.8,0.25,STAR,240
2.75,1.1,GALAXY,28
1.7,1.4,GALAXY,73
1.45,0.9,GALAXY,464
1.15,0.9,GALAXY,175
1.35,1.05,GALAXY,271
1.1,0.3,GALAXY,25
0.85,0.35,QSO,40
0.05,-0.1,STAR,130
0.4,0.1,QSO,389
-0.25,-0.2,STAR,64
1.2,0.7,GALAXY,131
1.6,1.05,STAR,57
1.6,1.3,GALAXY,162
0.55,0.15,GALAXY,98
0.2,0.2,STAR,201
-0.1,0.0,QSO,110
0.25,0.5,QSO,84
0.1,0.5,QSO,81
1.4,0.55,STAR,55
0.95,0.4,STAR,196
1.4,1.0,STAR,108
0.0,-0.1,QSO,149
0.55,0.4,QSO,97
1.3,0.6,GALAXY,235
1.85,1.2,GALAXY,302
0.2,-0.15,STAR,44
0.05,-0.15,QSO,122
0.05,-0.05,STAR,272
0.6,0.3,STAR,436
1.55,1.4,GALAXY,73
0.0,1.15,GALAXY,21
0.3,0.25,STAR,159
1.4,0.6,GALAXY,411
1.75,1.2,GALAXY,332
2.0,0.6,GALAXY,96
1.5,0.85,STAR,78
1.75,0.85,GALAXY,866
0.3,0.55,QSO,48
0.9,0.55,GALAXY,259
1.45,1.1,GALAXY,354
1.5,1.2,GALAXY,290
0.1,0.4,GALAXY,21
0.3,-0.35,QSO,22
0.85,0.35,GALAXY,535
-0.2,0.4,QSO,55
0.0,0.0,STAR,171
0.15,0.15,STAR,186
0.35,0.0,GALAXY,35
0.4,0.15,GALAXY,168
1.3,1.5,GALAXY,23
1.3,1.05,STAR,42
0.9,0.6,GALAXY,94
1.05,0.4,GALAXY,777
0.45,-0.1,QSO,124
0.2,0.05,GALAXY,65
0.5,0.45,GALAXY,130
1.2,1.4,GALAXY,33
0.75,0.25,GALAXY,85
2.1,1.25,GALAXY,109
1.75,1.25,GALAXY,221
0.75,0.2,GALAXY,50
1.35,1.2,GALAXY,179
2.5,1.1,GALAXY,52
0.6,0.1,STAR,119
0.5,1.05,GALAXY,38
1.45,0.9,STAR,105
0.5,0.65,QSO,34
1.4,0.8,STAR,70
1.5,1.4,STAR,55
2.15,1.3,GALAXY,73
0.95,0.45,QSO,22
1.05,1.3,GALAXY,31
0.6,1.05,GALAXY,49
2.55,1.0,GALAXY,23
2.45,1.25,GALAXY,52
-0.05,0.5,QSO,66
0.65,0.15,STAR,198
0.15,0.2,GALAXY,61
1.5,1.65,STAR,29
1.75,1.3,STAR,23
1.55,1.15,STAR,82
0.05,0.2,GALAXY,31
1.25,0.65,GALAXY,73
0.3,-0.1,GALAXY,24
1.4,0.95,STAR,78
2.55,1.3,GALAXY,32
0.1,0.1,STAR,195
0.8,0.3,GALAXY,155
0.8,0.8,GALAXY,101
2.5,1.35,GALAXY,23
1.2,0.95,GALAXY,167
0.4,0.4,STAR,27
2.5,1.0,GALAXY,29
0.35,0.1,GALAXY,92
1.15,0.65,GALAXY,73
0.7,1.15,GALAXY,30
0.9,0.5,STAR,36
1.95,1.45,GALAXY,36
0.0,-0.15,STAR,70
-0.25,0.1,QSO,24
1.45,1.35,STAR,80
1.35,0.55,STAR,97
1.65,0.5,GALAXY,109
1.15,0.5,QSO,21
0.7,0.6,QSO,37
1.45,1.6,STAR,37
1.1,1.35,GALAXY,22
-0.1,-0.05,STAR,92
0.3,-0.3,QSO,28
0.05,0.2,STAR,55
0.2,1.05,GALAXY,24
0.3,0.65,GALAXY,44
0.1,0.55,GALAXY,27
1.0,0.25,GALAXY,39
2.65,1.25,GALAXY,34
2.6,1.05,GALAXY,29
0.95,0.25,GALAXY,33
2.55,1.05,GALAXY,44
0.9,0.15,STAR,21
0.15,0.35,STAR,23
2.2,0.85,GALAXY,30
2.95,1.2,GALAXY,24
-0.5,-0.3,STAR,26
1.55,0.85,STAR,93
1.55,0.6,STAR,21
0.8,1.05,GALAXY,64
1.9,1.45,GALAXY,35
0.35,-0.2,QSO,66
0.0,0.05,STAR,87
0.85,0.95,GALAXY,53
0.2,0.0,GALAXY,49
1.2,1.3,GALAXY,56
2.3,0.9,GALAXY,28
0.5,0.55,GALAXY,77
0.25,0.0,GALAXY,51
-0.3,0.2,QSO,28
0.2,0.5,QSO,64
0.4,0.65,GALAXY,48
0.65,0.4,STAR,36
2.7,1.35,GALAXY,21
2.4,1.0,GALAXY,42
0.55,0.6,GALAXY,70
0.9,0.5,QSO,27
0.2,0.95,GALAXY,22
0.95,0.65,GALAXY,72
1.55,0.7,STAR,36
2.85,1.2,GALAXY,25
0.8,0.2,QSO,39
0.6,0.0,GALAXY,22
1.65,0.85,STAR,30
1.8,1.2,STAR,21
1.45,0.8,STAR,95
0.85,0.45,QSO,43
-0.15,-0.05,STAR,53
0.45,-0.25,QSO,27
-0.05,0.15,GALAXY,28
1.5,0.65,STAR,41
1.85,0.5,GALAXY,41
0.0,-0.05,GALAXY,26
0.0,0.05,GALAXY,21
1.25,0.4,GALAXY,76
0.05,0.25,GALAXY,21
0.65,1.2,GALAXY,26
-0.05,-0.2,QSO,30
0.75,0.1,STAR,27
0.15,0.45,GALAXY,26
0.95,0.3,QSO,26
0.35,0.1,QSO,543
2.0,1.35,GALAXY,79
1.4,1.4,GALAXY,69
1.25,1.45,STAR,22
0.15,0.05,STAR,385
0.4,0.25,QSO,225
1.5,0.55,GALAXY,764
0.6,0.4,STAR,29
2.15,1.2,GALAXY,134
0.65,0.3,QSO,56
0.7,0.35,STAR,239
0.15,0.45,QSO,136
0.05,0.35,QSO,371
-0.05,0.05,QSO,276
1.75,0.7,GALAXY,927
0.55,-0.1,QSO,69
1.85,0.6,GALAXY,591
1.65,0.7,GALAXY,540
0.5,0.2,QSO,199
1.7,0.9,GALAXY,911
1.6,0.9,GALAXY,761
0.3,0.15,QSO,509
2.3,1.2,GALAXY,92
0.0,0.1,QSO,465
1.4,0.9,GALAXY,362
1.7,0.6,GALAXY,1016
1.3,0.95,GALAXY,228
1.55,0.75,GALAXY,316
1.0,0.9,GALAXY,123
1.45,1.3,GALAXY,146
0.25,-0.05,QSO,583
2.1,1.1,GALAXY,210
1.35,1.25,STAR,62
2.2,1.05,GALAXY,118
0.2,0.05,QSO,865
1.65,1.25,GALAXY,276
0.35,0.3,STAR,84
0.55,0.0,QSO,113
0.35,-0.05,QSO,354
0.35,0.2,STAR,736
1.95,1.15,GALAXY,283
0.45,0.6,GALAXY,87
1.9,0.6,GALAXY,357
0.15,0.15,GALAXY,65
1.55,1.1,GALAXY,562
1.35,1.5,GALAXY,28
0.45,0.9,GALAXY,47
0.4,0.25,STAR,278
1.35,1.3,GALAXY,102
0.1,0.3,QSO,512
-0.05,0.0,STAR,81
0.95,0.35,STAR,314
0.7,0.8,GALAXY,84
1.1,1.15,GALAXY,76
0.05,0.25,QSO,618
0.95,1.2,GALAXY,43
1.05,0.85,GALAXY,156
0.45,0.05,QSO,269
0.5,0.05,QSO,205
0.45,1.1,GALAXY,32
0.25,0.35,QSO,287
1.85,0.95,GALAXY,565
1.9,0.85,GALAXY,457
0.3,0.2,QSO,414
0.45,0.7,GALAXY,59
0.4,0.45,GALAXY,66
0.7,0.4,GALAXY,1288
0.45,0.35,GALAXY,446
0.9,0.25,STAR,89
0.4,0.35,QSO,152
1.25,0.8,GALAXY,248
0.25,0.2,GALAXY,126
1.95,0.75,GALAXY,231
0.9,0.3,GALAXY,100
0.15,-0.05,QSO,556
1.35,1.15,GALAXY,211
1.15,0.95,GALAXY,144
1.05,1.35,GALAXY,30
2.35,1.2,GALAXY,80
1.15,1.2,GALAXY,84
1.8,0.9,GALAXY,759
1.6,0.95,GALAXY,754
0.1,-0.1,QSO,315
0.45,0.6,QSO,31
0.55,0.25,GALAXY,314
1.45,1.55,STAR,28
0.5,0.05,STAR,101
2.7,1.2,GALAXY,45
1.1,1.0,GALAXY,127
0.5,0.35,QSO,97
1.6,1.8,STAR,22
1.6,1.55,STAR,26
0.45,0.25,QSO,165
0.2,-0.05,QSO,549
1.55,0.85,GALAXY,662
1.75,1.4,STAR,21
0.3,0.4,QSO,170
0.1,0.35,GALAXY,27
0.35,0.05,QSO,520
0.25,0.4,QSO,161
0.55,0.2,STAR,1744
1.2,0.35,GALAXY,27
1.55,1.25,STAR,78
-0.05,0.25,QSO,402
-0.05,0.15,QSO,341
0.35,-0.1,STAR,50
0.45,0.55,QSO,47
0.0,-0.1,STAR,150
1.45,1.0,STAR,127
1.3,1.0,GALAXY,231
1.15,1.3,STAR,26
1.4,1.05,STAR,98
0.5,0.35,GALAXY,666
0.35,0.3,QSO,247
0.35,0.7,GALAXY,43
0.5,0.3,STAR,205
1.35,1.05,STAR,81
1.3,1.15,GALAXY,168
0.35,0.35,GALAXY,175
0.6,0.4,GALAXY,697
0.8,0.55,GALAXY,139
0.55,0.6,QSO,25
0.75,0.3,GALAXY,183
0.6,0.5,QSO,55
0.1,0.5,GALAXY,22
0.8,0.35,GALAXY,673
1.5,1.1,STAR,93
0.55,0.3,GALAXY,734
0.55,0.95,GALAXY,53
2.85,1.3,GALAXY,26
-0.25,-0.25,STAR,56
1.4,1.2,STAR,87
1.6,0.5,GALAXY,171
2.0,0.7,GALAXY,153
0.65,0.15,QSO,61
0.45,0.55,GALAXY,87
2.25,1.3,GALAXY,73
1.55,1.3,GALAXY,146
0.4,0.4,GALAXY,147
1.35,1.45,STAR,40
0.6,0.0,QSO,75
1.6,0.75,STAR,29
0.45,0.45,QSO,76
1.1,1.2,GALAXY,53
2.1,0.75,GALAXY,41
1.55,1.0,STAR,88
1.5,1.45,GALAXY,42
0.8,1.0,GALAXY,57
1.65,1.45,GALAXY,43
1.7,1.45,GALAXY,47
0.95,0.25,STAR,63
1.7,1.4,STAR,22
1.7,1.2,STAR,27
2.25,1.35,GALAXY,61
-0.05,-0.05,QSO,158
-0.15,-0.15,STAR,124
0.95,0.3,STAR,214
0.7,0.85,GALAXY,88
2.05,1.15,GALAXY,255
0.8,0.7,GALAXY,107
0.3,-0.25,QSO,59
1.0,1.15,STAR,22
0.1,0.2,STAR,81
0.45,0.4,STAR,31
0.65,0.05,STAR,23
0.35,0.8,GALAXY,55
0.65,0.0,QSO,58
1.5,0.6,STAR,28
0.75,0.4,STAR,80
1.4,1.3,STAR,71
1.1,1.4,GALAXY,30
1.35,1.4,GALAXY,54
1.45,1.5,STAR,55
0.1,-0.15,QSO,159
0.8,0.25,GALAXY,84
0.3,0.8,GALAXY,40
1.5,1.6,STAR,32
0.5,0.6,QSO,26
1.2,1.15,GALAXY,102
0.2,0.15,GALAXY,76
1.1,0.3,STAR,27
0.6,0.7,GALAXY,71
1.6,1.0,STAR,41
1.85,1.4,GALAXY,66
1.5,1.95,STAR,26
1.05,0.5,QSO,21
0.15,0.05,GALAXY,49
0.2,0.45,GALAXY,34
1.25,0.7,STAR,26
2.35,1.35,GALAXY,46
-0.25,0.45,QSO,24
0.4,0.6,QSO,35
0.3,0.75,GALAXY,25
2.8,1.2,GALAXY,37
0.05,-0.25,QSO,30
1.15,0.7,GALAXY,103
2.45,1.2,GALAXY,54
0.55,0.55,QSO,33
2.7,1.25,GALAXY,26
0.9,0.2,GALAXY,34
1.15,0.6,STAR,24
0.85,0.4,STAR,150
0.15,0.5,GALAXY,23
0.7,0.5,QSO,32
0.0,0.2,GALAXY,27
0.55,0.65,QSO,23
1.7,1.55,GALAXY,22
0.75,0.45,QSO,66
1.05,0.45,STAR,148
1.15,0.35,GALAXY,35
0.5,0.55,QSO,41
0.7,0.3,GALAXY,302
1.7,1.0,STAR,26
1.35,1.35,STAR,63
2.5,0.95,GALAXY,24
0.55,0.05,GALAXY,42
0.15,0.65,GALAXY,22
2.95,1.15,GALAXY,23
0.15,0.25,STAR,67
0.2,0.35,GALAXY,47
1.25,1.55,GALAXY,21
2.6,1.2,GALAXY,35
1.1,0.65,GALAXY,74
0.85,1.0,GALAXY,76
1.75,1.4,GALAXY,76
0.25,0.55,GALAXY,30
-0.15,0.0,QSO,51
1.3,1.25,STAR,35
0.05,0.15,GALAXY,27
-0.05,-0.15,QSO,53
-0.5,-0.4,STAR,22
0.8,0.55,QSO,23
-0.25,-0.1,STAR,29
-0.4,-0.25,STAR,52
1.3,1.4,STAR,28
-0.1,-0.2,QSO,21
0.15,0.6,QSO,26
-0.3,-0.35,STAR,28
1.6,2.0,STAR,22
-0.05,-0.25,QSO,21
1.65,0.75,STAR,21
2.0,1.05,GALAXY,288
1.15,1.0,GALAXY,201
0.15,0.15,QSO,709
1.0,1.15,GALAXY,58
0.3,-0.05,QSO,438
1.65,0.9,GALAXY,855
0.15,0.1,QSO,796
0.15,0.0,QSO,714
1.7,0.95,GALAXY,898
0.0,0.25,QSO,500
0.0,0.35,QSO,301
1.5,0.95,STAR,118
0.85,0.5,STAR,29
-0.05,0.45,QSO,105
0.45,0.35,QSO,126
0.25,0.2,QSO,568
1.2,0.45,GALAXY,674
0.4,-0.05,QSO,291
1.3,1.25,GALAXY,108
1.7,0.75,GALAXY,695
1.05,1.1,GALAXY,76
1.75,0.9,GALAXY,908
1.75,1.1,GALAXY,583
2.8,1.1,GALAXY,27
1.85,1.35,GALAXY,87
1.0,0.65,GALAXY,90
0.95,0.45,GALAXY,2178
1.5,1.35,GALAXY,99
0.3,0.25,QSO,339
0.25,0.1,QSO,713
1.1,1.05,GALAXY,152
0.9,0.9,GALAXY,89
1.8,0.95,GALAXY,730
2.05,0.9,GALAXY,173
0.5,0.15,QSO,210
1.65,0.75,GALAXY,575
1.3,0.65,GALAXY,102
0.9,0.35,STAR,346
1.7,0.85,GALAXY,911
1.8,0.85,GALAXY,861
0.35,0.2,GALAXY,302
0.7,0.2,QSO,60
1.0,1.25,GALAXY,34
2.35,1.1,GALAXY,64
0.25,0.2,STAR,290
0.5,0.3,GALAXY,730
1.5,1.05,GALAXY,526
0.45,-0.15,QSO,84
0.4,0.0,QSO,346
1.05,0.3,STAR,58
1.1,0.5,STAR,104
2.2,1.1,GALAXY,126
0.3,0.95,GALAXY,25
0.85,0.3,QSO,29
1.6,0.7,GALAXY,345
0.85,1.1,GALAXY,45
0.2,0.4,QSO,205
0.65,0.4,QSO,73
1.15,0.55,GALAXY,431
1.85,1.15,GALAXY,381
0.2,0.1,QSO,760
1.95,0.7,GALAXY,267
1.0,0.4,GALAXY,1240
2.05,1.25,GALAXY,149
1.85,0.65,GALAXY,857
1.95,1.05,GALAXY,359
0.8,0.2,GALAXY,43
1.4,1.4,STAR,51
0.45,0.1,GALAXY,64
0.85,0.45,GALAXY,1646
0.55,0.2,GALAXY,137
0.95,0.55,GALAXY,286
1.8,0.55,GALAXY,250
2.05,1.45,GALAXY,35
-0.1,0.35,QSO,125
1.6,1.2,STAR,67
1.6,1.0,GALAXY,795
1.35,0.65,STAR,93
2.15,1.1,GALAXY,176
0.55,0.35,QSO,83
0.9,0.1,GALAXY,22
0.75,0.15,GALAXY,25
0.9,0.65,GALAXY,75
0.35,0.25,STAR,206
0.7,0.1,QSO,34
1.6,1.15,GALAXY,440
1.25,1.0,GALAXY,186
0.6,0.15,GALAXY,75
0.15,0.2,QSO,595
0.2,0.3,QSO,418
0.6,0.35,QSO,74
1.0,1.0,GALAXY,109
0.3,-0.1,QSO,303
1.0,1.05,GALAXY,101
0.6,0.65,GALAXY,79
0.5,0.0,STAR,65
2.05,1.05,GALAXY,215
0.2,-0.35,QSO,27
-0.25,0.4,QSO,23
1.7,1.05,STAR,27
-0.3,-0.2,STAR,70
1.35,1.35,GALAXY,86
0.45,0.3,QSO,162
0.15,0.35,QSO,368
2.15,1.0,GALAXY,115
2.15,0.7,GALAXY,31
0.65,0.35,QSO,58
1.1,0.4,GALAXY,469
0.95,0.75,GALAXY,125
1.5,0.8,GALAXY,449
2.15,0.85,GALAXY,49
0.6,0.55,GALAXY,84
1.3,1.1,STAR,37
1.1,0.45,GALAXY,1496
0.55,0.65,GALAXY,83
1.4,1.15,GALAXY,265
0.35,0.45,QSO,86
-0.2,0.2,QSO,69
0.35,0.25,GALAXY,391
-0.1,0.1,QSO,189
0.3,0.4,GALAXY,70
0.4,0.85,GALAXY,58
1.5,1.3,GALAXY,135
0.25,0.45,GALAXY,39
0.6,0.3,GALAXY,564
0.75,0.95,GALAXY,56
0.8,0.15,GALAXY,28
2.35,1.25,GALAXY,66
1.9,1.15,GALAXY,324
0.15,0.8,GALAXY,37
0.1,0.55,QSO,46
2.2,1.25,GALAXY,78
0.75,0.8,GALAXY,86
0.75,0.1,GALAXY,27
1.65,1.05,STAR,41
1.25,1.2,STAR,27
1.55,1.2,STAR,73
1.4,1.15,STAR,114
1.4,1.45,GALAXY,47
1.5,1.35,STAR,89
0.2,0.1,STAR,597
2.65,1.15,GALAXY,45
1.0,1.35,GALAXY,24
-0.2,0.45,QSO,25
0.45,-0.2,QSO,53
0.5,0.15,GALAXY,88
2.0,0.65,GALAXY,153
1.3,1.45,GALAXY,38
0.25,0.15,GALAXY,128
0.2,0.25,STAR,103
0.7,0.6,GALAXY,96
2.55,1.35,GALAXY,31
1.3,0.4,GALAXY,59
2.3,1.35,GALAXY,44
1.8,1.25,STAR,27
0.4,0.0,STAR,108
0.55,0.4,STAR,27
1.3,1.15,STAR,56
-0.2,0.25,QSO,52
0.75,0.5,QSO,34
0.55,-0.05,QSO,99
0.55,-0.05,STAR,25
1.0,1.5,GALAXY,21
0.8,0.2,STAR,72
0.55,0.5,QSO,51
0.25,-0.2,STAR,31
1.55,1.4,STAR,47
1.3,0.6,STAR,105
1.1,0.9,GALAXY,140
2.5,1.3,GALAXY,24
2.35,1.05,GALAXY,65
1.25,1.05,STAR,30
1.45,0.85,STAR,98
2.45,1.4,GALAXY,36
1.05,0.25,STAR,25
1.5,0.75,STAR,75
0.2,0.8,GALAXY,36
1.55,1.1,STAR,91
1.25,1.2,GALAXY,103
0.3,0.5,QSO,70
0.95,0.85,GALAXY,90
-0.15,0.45,QSO,63
2.5,1.25,GALAXY,49
0.8,0.5,QSO,36
1.1,0.7,GALAXY,123
-0.25,0.15,QSO,34
2.3,1.3,GALAXY,46
1.05,1.0,GALAXY,115
1.3,0.7,STAR,48
2.75,1.25,GALAXY,28
0.05,0.0,GALAXY,30
-0.15,0.0,STAR,27
0.8,0.4,QSO,27
1.0,0.5,STAR,51
0.4,0.55,GALAXY,64
1.35,1.4,STAR,35
0.3,0.15,GALAXY,145
0.7,0.75,GALAXY,90
0.45,0.05,GALAXY,46
1.7,1.25,STAR,25
1.35,0.7,STAR,54
-0.15,-0.1,QSO,23
-0.1,0.5,QSO,56
0.5,0.5,QSO,62
0.5,1.0,GALAXY,34
0.4,0.05,GALAXY,46
2.55,1.15,GALAXY,37
0.55,-0.15,QSO,46
0.8,0.65,GALAXY,76
0.45,0.65,QSO,29
0.85,1.2,GALAXY,32
1.25,1.4,GALAXY,37
0.1,0.1,GALAXY,43
1.45,0.65,STAR,75
2.25,1.4,GALAXY,27
2.0,0.55,GALAXY,33
2.35,1.3,GALAXY,51
1.45,1.25,STAR,85
0.1,-0.3,QSO,22
-0.25,0.0,QSO,21
0.8,0.1,QSO,24
0.65,-0.15,QSO,24
-0.05,0.55,QSO,37
1.25,0.55,STAR,121
2.5,1.05,GALAXY,46
1.35,1.15,STAR,64
0.35,0.65,QSO,27
0.1,0.95,GALAXY,21
0.5,0.9,GALAXY,57
1.25,1.45,GALAXY,29
1.4,1.5,GALAXY,23
1.05,0.2,GALAXY,24
2.05,0.6,GALAXY,44
1.6,1.45,STAR,39
0.25,-0.1,GALAXY,24
1.2,0.65,STAR,27
0.0,0.2,STAR,44
0.1,0.0,GALAXY,34
0.05,0.3,STAR,22
2.55,1.1,GALAXY,46
0.35,-0.15,STAR,21
1.0,0.2,GALAXY,30
1.5,1.9,STAR,24
0.2,0.6,GALAXY,32
1.25,0.6,STAR,72
-0.5,-0.35,STAR,31
-0.3,-0.3,STAR,50
2.6,1.35,GALAXY,22
1.55,1.85,STAR,29
0.85,0.25,QSO,26
0.95,1.25,GALAXY,40
1.25,0.65,STAR,26
0.15,-0.15,GALAXY,21
1.4,0.5,STAR,26
0.55,0.7,GALAXY,72
-0.4,-0.35,STAR,34
2.65,1.3,GALAXY,23
2.65,1.1,GALAXY,34
1.8,0.6,GALAXY,837
0.6,0.15,STAR,429
0.5,0.1,STAR,273
1.0,0.35,STAR,289
0.05,0.3,QSO,507
0.25,0.1,STAR,1544
0.35,0.35,QSO,189
1.1,0.4,STAR,248
0.8,0.35,STAR,310
1.55,1.9,STAR,32
0.35,0.6,QSO,38
0.2,0.45,QSO,137
1.75,1.0,GALAXY,758
1.7,1.05,GALAXY,708
0.75,0.25,STAR,402
1.6,0.55,GALAXY,595
0.7,0.05,QSO,38
0.15,0.3,QSO,444
0.1,0.2,QSO,651
1.45,0.55,GALAXY,802
1.4,0.8,GALAXY,350
1.6,1.1,STAR,63
1.45,0.95,GALAXY,425
1.5,1.1,GALAXY,457
1.95,1.2,GALAXY,234
1.35,0.75,STAR,61
1.6,1.05,GALAXY,695
0.75,0.2,QSO,48
1.4,0.7,GALAXY,143
1.55,0.65,GALAXY,426
1.85,1.0,GALAXY,512
0.25,0.3,QSO,350
0.55,0.15,QSO,159
0.05,0.0,QSO,509
0.0,0.15,QSO,468
1.5,1.0,GALAXY,533
2.15,0.75,GALAXY,31
1.4,0.85,GALAXY,420
2.35,1.15,GALAXY,77
0.7,0.3,STAR,595
0.75,0.35,STAR,290
1.95,1.35,GALAXY,79
-0.15,0.2,QSO,113
1.7,1.35,GALAXY,105
1.25,1.35,GALAXY,61
1.8,1.05,GALAXY,602
1.7,0.65,GALAXY,1070
0.25,0.05,GALAXY,54
0.0,0.4,QSO,216
0.6,0.6,GALAXY,94
1.85,1.1,GALAXY,403
0.45,0.75,GALAXY,78
0.75,0.3,STAR,520
0.3,0.7,GALAXY,64
1.55,1.15,GALAXY,441
0.4,0.8,GALAXY,61
0.7,0.25,GALAXY,96
0.45,0.1,STAR,496
0.25,0.25,QSO,444
0.8,0.3,STAR,434
-0.15,0.05,QSO,52
2.2,1.2,GALAXY,104
0.3,0.55,GALAXY,43
0.7,0.45,GALAXY,634
1.7,0.55,GALAXY,476
0.1,0.15,QSO,648
1.75,0.75,GALAXY,821
0.65,0.65,GALAXY,102
0.4,0.55,QSO,47
0.75,0.35,GALAXY,695
0.75,0.4,GALAXY,1456
0.4,0.2,GALAXY,349
0.4,0.4,QSO,125
0.75,0.45,GALAXY,843
0.65,0.75,GALAXY,93
1.75,0.55,GALAXY,364
0.45,-0.1,STAR,36
0.85,0.85,GALAXY,87
0.6,0.55,QSO,34
1.5,1.15,GALAXY,360
2.65,1.4,GALAXY,25
1.85,0.55,GALAXY,202
1.3,0.7,GALAXY,103
0.35,0.05,STAR,589
1.5,0.65,GALAXY,306
1.95,0.95,GALAXY,360
0.65,0.8,GALAXY,68
0.95,1.1,GALAXY,67
0.7,0.25,QSO,65
-0.45,-0.35,STAR,53
1.1,1.3,GALAXY,42
2.0,1.25,GALAXY,154
1.2,0.5,STAR,174
1.6,1.4,GALAXY,97
1.05,0.65,GALAXY,65
1.15,0.45,STAR,207
0.75,1.05,GALAXY,69
0.9,1.05,GALAXY,69
0.85,0.35,STAR,336
0.7,0.4,STAR,52
1.9,1.4,GALAXY,73
0.15,-0.05,GALAXY,35
1.45,0.75,GALAXY,242
2.5,1.2,GALAXY,48
1.65,1.35,GALAXY,142
0.5,-0.05,QSO,122
1.45,1.15,STAR,92
0.8,0.25,QSO,31
1.3,1.3,GALAXY,89
0.3,1.1,GALAXY,21
0.7,0.35,QSO,60
